"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1908814438364504495","Sun Apr 06 09:30:00 +0000 2025","12229"," THIS IS NOT A WAR IT'S A GEN0CIDE In a war you are trying to inflict a military defeat on the enemy army. In a GEN0CIDE you're trying to exterminate the civilian population https://t.co/cU0L3sCAi2","1908814438364504495","https://pbs.twimg.com/ext_tw_video_thumb/1908750324640219136/pu/img/_kWMGNXUH2zj0Sqj.jpg","","en","","154","182","6408","https://x.com/undefined/status/1908814438364504495","1854782961649876992",
"1908349758139211833","Sat Apr 05 02:43:32 +0000 2025","18054"," What do you call it when you surround a hospital &amp; you B0MB it? What do you call it when you line up doctors physicians nurses &amp; SH00T them? What do you call it when you deliberately target children?... The word is GEN0CIDE. UK solicitor shuts down sky news presenter.. https://t.co/b8Qli6HmYT","1908349758139211833","https://pbs.twimg.com/ext_tw_video_thumb/1908348855449489408/pu/img/yjuS44YQzoyZpNqo.jpg","","en","","199","356","7349","https://x.com/undefined/status/1908349758139211833","1854782961649876992",
"1907134605498749271","Tue Apr 01 18:14:57 +0000 2025","6334"," What very good partners? In Crime? In Gen0cide? In Ethnic cleansing?.. Belgian MEP reprimanded the EU High Representative for Foreign Affairs &amp; Security Policy for proudly calling herself a very good partner of Netanyahu. https://t.co/rKDtMGpI9O","1907134605498749271","https://pbs.twimg.com/ext_tw_video_thumb/1907134476364521472/pu/img/L4x6cD-tpHvSb9Uj.jpg","","en","","261","232","2624","https://x.com/undefined/status/1907134605498749271","1854782961649876992",
"1907308224841458013","Wed Apr 02 05:44:51 +0000 2025","10655"," One GEN0CIDAL statement after another... 1$rael if you look at what they write in their newspapers.. What they say on public affairs radio &amp; TV programs they are in the least hiding the fact that they're committing GEN0CIDE. They are proud of it.. Norman Finkelstein https://t.co/BWqlYDT9jw","1907308224841458013","https://pbs.twimg.com/ext_tw_video_thumb/1907307236491497472/pu/img/SNbBEoGaeSS5p_pC.jpg","","en","","230","267","6116","https://x.com/undefined/status/1907308224841458013","1854782961649876992",
"1908380848853762466","Sat Apr 05 04:47:05 +0000 2025","15826"," What do you call it when you surround a hospital and bomb it? When you line up doctors physicians nurses &amp; shoot them? What do you call it when you deliberately target children? The word is GEN0CIDE. A UK solicitor shuts shames sky news https://t.co/boGECga2yl","1908380848853762466","https://pbs.twimg.com/ext_tw_video_thumb/1908348855449489408/pu/img/yjuS44YQzoyZpNqo.jpg","","en","","141","337","6326","https://x.com/undefined/status/1908380848853762466","1393726565809278976",
"1908593659274019209","Sat Apr 05 18:52:42 +0000 2025","4299","Tonight in Jerusalem: Protestors against the gen0cide are chanting: refuse to be [war] criminals don't b0mb children calling for soldiers to refuse service in the Israeli military. https://t.co/h5KIdc8gLW","1908593659274019209","https://pbs.twimg.com/ext_tw_video_thumb/1908593620812218369/pu/img/MrN0FmibfIH624HW.jpg","","en","","92","84","1735","https://x.com/undefined/status/1908593659274019209","1711848021082664960",
"1908972892580176179","Sun Apr 06 19:59:39 +0000 2025","0"," THIS IS NOT A WAR IT'S A GEN0CIDE In a war you are trying to inflict a military defeat on the enemy army. In a GEN0CIDE you're trying to exterminate the civilian population #GazaHolocaust https://t.co/qLAtJn8xoI","1908972892580176179","https://pbs.twimg.com/amplify_video_thumb/1908972822560419840/img/J5yl-w1-2LP1NOXx.jpg","","en","","0","0","0","https://x.com/undefined/status/1908972892580176179","294805094",
"1906675189166830070","Mon Mar 31 11:49:24 +0000 2025","18","Yesterday someone told me I m insecure and anti women or some shit because of the way I speak about women The woman in question was Celine kasem I body shamed the Qatari propoganda honeypot who was created to put a girl boss face on gen0cide of minorities","1906675189166830070","","","en","","0","2","0","https://x.com/undefined/status/1906675189166830070","1875236856838942722",
"1907996105750741325","Fri Apr 04 03:18:15 +0000 2025","8","2024 is very obviously girl the gen0cide (and still is)","1907996105750741325","","","en","","0","0","0","https://x.com/undefined/status/1907996105750741325","1885864671699460097",
"1906070301240091103","Sat Mar 29 19:45:47 +0000 2025","17","Omo I need to Fucking leave this app soon you'll be feeling sexy fly and happy until you open here and see barbarians wanking to the thought of continuing or doubling their gen0cide on your people as usual. Even if it doesn't concern us. That the government can't function.","1906070301240091103","","","en","","0","1","4","https://x.com/undefined/status/1906070301240091103","1754123915897573376",
"1907077383259046066","Tue Apr 01 14:27:34 +0000 2025","27","When the extermination of healers eclipses history s darkest gen0cides humanity confronts its moral bankruptcy. Gaza s decimation of healthcare workers is gen0cide by arithmetic. This week IOF executed blindfolded zip-tied healthcare workers from @PalestineRCS in Gaza https://t.co/S0iixnQ0ag","1907077383259046066","https://pbs.twimg.com/amplify_video_thumb/1907077175251197952/img/dnQk6cJ0L51dimAZ.jpg","","en","","3","2","21","https://x.com/undefined/status/1907077383259046066","1744683222473256960",
"1798257347485474865","Wed Jun 05 07:35:36 +0000 2024","763","Ayo guys naikkin HTnya lagi don't stop talking about this gėn0cidë #...FromRAFAHToTheWorld #...ALLEYESONRAFAH https://t.co/EBapizuPTS","1798257347485474865","https://pbs.twimg.com/media/GPSxhsDbYAAe-Oi.jpg","","en","","4","16","329","https://x.com/undefined/status/1798257347485474865","1371650588",
"1907120226510020838","Tue Apr 01 17:17:49 +0000 2025","177","Day 542 and 76 years. The livestreamed gen0cide continues for the 19th month. https://t.co/kBGox0fBwq","1907120226510020838","https://pbs.twimg.com/media/GndzvErWYAAhLIf.jpg","","en","","1","5","83","https://x.com/undefined/status/1907120226510020838","775714779830902784",
"1908220110466097643","Fri Apr 04 18:08:22 +0000 2025","0","I could make u a whole list with reasons why but the most important is that GEN0CIDE IS WRONG","1908220110466097643","","","en","","0","0","0","https://x.com/undefined/status/1908220110466097643","1769013983984381952",
"1905913976371675178","Sat Mar 29 09:24:36 +0000 2025","3996","The real villain of #Empuraan? Baba Bajrangi (Abhimanyu Singh) appears inspired by Babubhai Patel aka Babu Bajrangi a Bajrang Dal leader convicted for his role in the 2002 Naroda Patiya māssacre during Gujarat gen0cide where 97 Muslims were killed. #GujaratRiots #Mohanlal𓃵 https://t.co/Sy7XvVGLO2","1905913976371675178","https://pbs.twimg.com/media/GnMqqHhWEAAk_qZ.jpg","","en","","16","81","1253","https://x.com/undefined/status/1905913976371675178","421517829",
"1906058419150172574","Sat Mar 29 18:58:34 +0000 2025","21","{{idgaf if you're jewish or of Israeli descent. Just don't be pro-israel government. I may not be completely educated on the gen0cide but I've seen too many children and people in general getting brutally killed and s/a'd to not be pro Palestine. free Palestine. Zionists dni.","1906058419150172574","","","en","","0","0","9","https://x.com/undefined/status/1906058419150172574","1894063769812152320",
"1907257859114402013","Wed Apr 02 02:24:43 +0000 2025","2168","rachel: i think gen0cide is bad and some movies are outdated ariana debose coming out of a dark cave: ok narcissist","1907257859114402013","","","en","","0","2","124","https://x.com/undefined/status/1907257859114402013","223322175",
"1907071736316563575","Tue Apr 01 14:05:08 +0000 2025","3","As Russian I'm not getting mad at russophobes like...innocent ppl dying in Ukraine... But when ppl hate on israhell for committing gen0cide ziopigs call us antisemite","1907071736316563575","","","en","","0","0","0","https://x.com/undefined/status/1907071736316563575","1326223641579753474",
"1908297192718393366","Fri Apr 04 23:14:39 +0000 2025","4","What is a British citizen from Manchester doing in Gaza indiscriminately firing on civilian homes and comitting gen0cide? Why are these terrorists allowed to commit gen0cide and freely return home to the UK US Europe without having their citizenships revoked? https://t.co/a5OMRVQ7CB","1908297192718393366","https://pbs.twimg.com/amplify_video_thumb/1908297020449972225/img/eXFwJU-jiVTLfnD4.jpg","","en","","1","1","0","https://x.com/undefined/status/1908297192718393366","1738228466607423488",
"1908532673200742502","Sat Apr 05 14:50:22 +0000 2025","0","makaiyak talaga ako everytime may mawatch ako na vid sa pa|estine oy. Ya Allah please let this gen0cide end and ease the pain and sufferings of the people of g@z@. Inshaallah p@|estine will be free! ","1908532673200742502","","","en","","0","0","0","https://x.com/undefined/status/1908532673200742502","1718439029975506944",
"1905562602228576576","Fri Mar 28 10:08:22 +0000 2025","0","it's fucking traumatizing when you have social anxiety and you speak up up for Palestinians on sns and some random men just shows up throwing bricks at you for being against war and gen0cide. they're literally crazy","1905562602228576576","","","en","","0","1","0","https://x.com/undefined/status/1905562602228576576","1026739102228439045",
"1907570577105158160","Wed Apr 02 23:07:21 +0000 2025","0","The brides mother gave food to Sultan Saladin respect others even at war vs Zi0nist Gen0cide in P@le$tine-Geza https://t.co/iN9wfkeOKW","1907570577105158160","https://pbs.twimg.com/ext_tw_video_thumb/1907570547170627584/pu/img/6MnKDEG8z6JwalAm.jpg","","en","","0","0","0","https://x.com/undefined/status/1907570577105158160","1804734193282502656",
"1905455417620119612","Fri Mar 28 03:02:27 +0000 2025","0","They have the backing of the tRump regime so the gen0cide is full on now!! Camps are coming!!!","1905455417620119612","","","en","","1","0","0","https://x.com/undefined/status/1905455417620119612","830900456805322753",
"1906039369489608791","Sat Mar 29 17:57:27 +0000 2025","46","@MdBreathe How do you implement a global gen0cide ? Tell people . a flu will kill them . to inject poisons to heal . to eat poison if they refuse to inject . it's for their health and well being . conceal all the deaths .. call everything else the reason Rinse and repeat.","1906043040067957050","","MdBreathe","en","","0","0","8","https://x.com/undefined/status/1906043040067957050","1609728705160699905",
"1908061639510798372","Fri Apr 04 07:38:39 +0000 2025","1","Haunted Witch has once again been banned. For gen0cide apologia. L bozo. April 4th 2025.","1908061639510798372","","","en","","0","0","0","https://x.com/undefined/status/1908061639510798372","1543615853450723328",
"1905498573740884451","Fri Mar 28 05:53:57 +0000 2025","0","World s silence made us believe that the most tragic deaths are better than living in this pitiful world And to envy people who didn t make it till today cuz surviving this gen0cide is the real horror","1905498573740884451","","","en","","0","0","0","https://x.com/undefined/status/1905498573740884451","1464392050896478223",
"1908202972405797268","Fri Apr 04 17:00:15 +0000 2025","0","Hasan Piker is a champion for human rights and indigenous people! ...unless it's Uyghurs. Then him &amp; his all-white cult parrot the same propaganda Israel uses to justify its gen0cide of Palestinians because western lies blah blah adrian zenz blah blah radio free asia blah blah https://t.co/0WvwBaDvWv","1908202972405797268","https://pbs.twimg.com/media/GntMbsjWEAA2QAP.jpg","","en","","0","0","0","https://x.com/undefined/status/1908202972405797268","1815868253056475136",
"1903979742149169448","Mon Mar 24 01:18:39 +0000 2025","0","You know it's crazy when the national socialists think you're too much. Woa woa buddy we just wanna call for gen0cide on live stream..... but going to my library to steal LGBTQ kids books for the 4/20 book burning event is illegal! ... I don't get active I just complain ","1903979742149169448","","","en","","0","2","0","https://x.com/undefined/status/1903979742149169448","1745510201921290240",
"1903646574753845602","Sun Mar 23 20:58:17 +0000 2025","9","@Emeraldwhisper_ @turtleduckisa @dinosaursmatee @keepdrivingkc + Isr@£l shouldn't even exist and talking about it as an actual state/country is part of Z!0nizm. The gen0cide will end when the occupation!!","1903914218266517906","","teeftzaddy","en","","0","1","0","https://x.com/undefined/status/1903914218266517906","1042499331117473792",
"1904520873844875751","Wed Mar 26 21:29:30 +0000 2025","157","@HydroDriftz @MrMailboxx7 @mellamogabriel_ wtfdym forced ?? he literally gave money to a terr0rist state to commit a gen0cide and ethnic cleansing","1905009237308194965","","HydroDriftz","en","","0","2","1","https://x.com/undefined/status/1905009237308194965","842422360032591873",
"1908676689804112168","Sun Apr 06 00:22:39 +0000 2025","9"," What do you call it when you surround a hospital &amp; you B0MB it? What do you call it when you line up doctors physicians nurses &amp; SH00T them? What do you call it when you deliberately target children?... The word is GEN0CIDE. UK solicitor shuts down Sky News presenter.. https://t.co/ECr1QYK5ev","1908676689804112168","https://pbs.twimg.com/ext_tw_video_thumb/1908676608832966656/pu/img/DUbQXGEE50g3XQRX.jpg","","en","","0","0","5","https://x.com/undefined/status/1908676689804112168","1614059329174265859",
"1902725593461883287","Thu Mar 20 14:15:07 +0000 2025","56","This is me trying my best to survive a gen0cide facing it all with a smile even though I m very hungry and I m not ashamed of saying it. I ve been trying my best to afford something for my family it s getting worse please donate if you can! https://t.co/8F2HOoZNEh https://t.co/2Cw69xBdO1","1902725593461883287","https://pbs.twimg.com/media/GmfW1_hWsAEsOfp.jpg","","en","","1","3","68","https://x.com/undefined/status/1902725593461883287","1029139093698109446",
"1908630576313360732","Sat Apr 05 21:19:24 +0000 2025","1"," What do you call it when you surround a hospital &amp; you B0MB it? What do you call it when you line up doctors physicians nurses &amp; SH00T them? What do you call it when you deliberately target children?... The word is GEN0CIDE. UK solicitor shuts down sky news presenter.. https://t.co/0IllMKk4ms","1908630576313360732","https://pbs.twimg.com/amplify_video_thumb/1908630500706574336/img/-iFUEewGCXJxYBXv.jpg","","en","","0","0","1","https://x.com/undefined/status/1908630576313360732","1803118568663314432",
"1904855991117631758","Wed Mar 26 11:20:33 +0000 2025","13","Or to fund gen0cide against people in tents? ","1904855991117631758","","","en","","0","0","5","https://x.com/undefined/status/1904855991117631758","1312317045057433600",
"1908557638364708974","Sat Apr 05 16:29:34 +0000 2025","10"," What do you call it when you surround a hospital &amp; you B0MB it? What do you call it when you line up doctors physicians nurses &amp; SH00T them? What do you call it when you deliberately target children?... The word is GEN0CIDE. UK solicitor shuts down a Sky News presenter.. https://t.co/9DNnGf4oSj","1908557638364708974","https://pbs.twimg.com/ext_tw_video_thumb/1908557522903891968/pu/img/_KyIeR04yZZXXfVQ.jpg","","en","","0","0","5","https://x.com/undefined/status/1908557638364708974","1550520750226001921",
"1907565494707826987","Wed Apr 02 22:47:09 +0000 2025","2"," One GEN0CIDAL statement after another... 1$rael if you look at what they write in their newspapers.. what they say on public affairs radio &amp; TV programs they aren't in the least hiding the fact that they're committing GEN0CIDE. They are proud of it.. Norman Finkelstein","1907565494707826987","","","en","","0","0","0","https://x.com/undefined/status/1907565494707826987","1674836625266970624",
"1905729807461359904","Fri Mar 28 21:12:47 +0000 2025","13","I'm only a teen and I'm living through gen0cide 🇵🇸 My parents are sick and need constant care I'm responsible for all their medical needs And I'm panicking as prices are rising I don't want them to die Help me save them. Please https://t.co/NKatFIlpdn -","1905729807461359904","","","en","","0","5","17","https://x.com/undefined/status/1905729807461359904","1416916185988358144",
"1908711135232319896","Sun Apr 06 02:39:31 +0000 2025","4","Gaza has called for a worldwide strike next Monday April 7 2025. It is our duty to follow it. There will be no schools. No universities. No work. Until the gen0cide stops. https://t.co/RAhhh9ZJ4Z","1908711135232319896","https://pbs.twimg.com/media/Gn0aqTibYAQnmd8.jpg","","en","","0","0","0","https://x.com/undefined/status/1908711135232319896","1319252503829987328",
"1907105988081029444","Tue Apr 01 16:21:14 +0000 2025","0","So that's why a WAR CRIMINAL walked in and out of Greece uninhibited. Along with Qatar the UAE Greece has decided it wants in on the gen0cide. How disgusting and depraved.","1907105988081029444","","","en","","0","0","0","https://x.com/undefined/status/1907105988081029444","210985592",
"1905982870495146484","Sat Mar 29 13:58:22 +0000 2025","0","No amount of training can allow me to see the good in fa5cism and gen0cide... Thousands of children being unalived w/out any substantial action from world leaders. None.","1905982870495146484","","","en","","0","0","0","https://x.com/undefined/status/1905982870495146484","14790888",
"1908411239358771617","Sat Apr 05 06:47:50 +0000 2025","2","Israel is commiting a gen0cide and it's very evident wtf","1908411239358771617","","","en","","0","0","1","https://x.com/undefined/status/1908411239358771617","1520972598615625728",
"1905392779033039190","Thu Mar 27 22:53:33 +0000 2025","3","The somewhat ironic reality about the situation in occupied P@lestine is that those least likely to support their brothers and sisters are the ones with the most power influence and ability to end the gen0cide. Many individuals particularly the ʿulamāʾ who avoid discussing https://t.co/q9ULXKW4im","1905392779033039190","https://pbs.twimg.com/media/GnFQodHWMAAkH1q.jpg","","en","","0","0","0","https://x.com/undefined/status/1905392779033039190","1631863306540425221",
"1907020120301384136","Tue Apr 01 10:40:02 +0000 2025","1","When the gen0cide in Gaza is over when it s politically safe but far too late the @nytimes and other mainstream media outlets will finally report basic truths. Sadly and shamefully this follows a long-established pattern.","1907020120301384136","","","en","","0","0","0","https://x.com/undefined/status/1907020120301384136","219489934",
"1907854489375408556","Thu Apr 03 17:55:31 +0000 2025","1","alright thread remake because there s more evidence out there a on @/thisisaviva s problematic history | tw for racism talks of gen0cide and more","1907854489375408556","","","en","","0","1","1","https://x.com/undefined/status/1907854489375408556","1372786192287113220",
"1908917833926357148","Sun Apr 06 16:20:52 +0000 2025","1","That s what we need to do shame Zionists and gen0cide supporters.","1908917833926357148","","","en","","0","0","0","https://x.com/undefined/status/1908917833926357148","255271468",
"1908537992215515535","Sun Apr 06 05:04:55 +0000 2025","0","@owenjonesjourno MSM is as complicit in this Gen0cide as the politicians who provided arms to the brutal regime","1908747725882949827","","owenjonesjourno","en","","0","0","0","https://x.com/undefined/status/1908747725882949827","1601699285069856768",
"1908037582245576976","Fri Apr 04 06:03:03 +0000 2025","1","Umm did any of my anti-gen0cide moots who attended the concerts bring any donation links divestment and awareness flyers to the concert?","1908037582245576976","","","en","","0","0","0","https://x.com/undefined/status/1908037582245576976","1684407762267275264",
"1905362065377591725","Thu Mar 27 20:51:30 +0000 2025","3","#Occupy: News from the #GEN0CIDE. Recommended. Xlat: Life in the Gaza Strip is hell an unbearable catastrophe and tragedy with enormous hunger. The bombardments do not stop the slaughter continues and the destruction is merciless. Young men who were looking for food for their","1905362065377591725","","","en","","0","0","1","https://x.com/undefined/status/1905362065377591725","864610968",
"1908481886197825694","Sat Apr 05 11:28:34 +0000 2025","2","I ain't brining a child into a word where -Gen0cide is normalized -P3d0s &amp; rap!$ts exists -A*I having every access to your identity -Bullying is normalized -Economy crisis -EVERYTHING IS F**KING EXPENSIVE!!","1908481886197825694","","","en","","0","0","0","https://x.com/undefined/status/1908481886197825694","91096473",
"1908115395233411519","Fri Apr 04 11:12:15 +0000 2025","5","I'd ask him if he is aware about the gen0cide in Palestine. If he is aware about the hybe boycott. And why he decided to work with an IOF soldier after everything.","1908115395233411519","","","en","","0","1","0","https://x.com/undefined/status/1908115395233411519","1013357530817400832",
"1908135292172677138","Fri Apr 04 12:31:19 +0000 2025","6","I truly can t understand how the world allows this to continue. How much longer must Palestinians endure such suffering and pain before the world does something? We are witnessing a gen0cide in real time yet we are unable to do anything to stop it.","1908135292172677138","","","en","","0","1","6","https://x.com/undefined/status/1908135292172677138","994919271317889024",
"1907312168757813421","Wed Apr 02 06:00:31 +0000 2025","29","Maidin mhaith Good morning Bore da Sabah If you want to talk about KFC McDonald's or other brands that invest in gen0cide unfollow me please CEASEFIRE NOW free Palestine 🇵🇸 https://t.co/j7rNMQ71on","1907312168757813421","https://pbs.twimg.com/media/GngiT2MWgAA0fMX.jpg","","en","","1","6","9","https://x.com/undefined/status/1907312168757813421","1312317045057433600",
"1907553789198090557","Wed Apr 02 22:00:38 +0000 2025","0","You need to correct this quote @Partisan_12: ...they are NOT in the least hiding the fact that they're committing GEN0CIDE. ","1907553789198090557","","","en","","0","0","0","https://x.com/undefined/status/1907553789198090557","750513752",
"1908868397397401613","Sun Apr 06 13:04:25 +0000 2025","4","What do you call it when you surround a hospital and bomb it? When you line up doctors physicians nurses &amp; shoot them? What do you call it when you deliberately target children? The word is GEN0CIDE. Israel is a terrorist state ‍️ #KaiRen #RamNavami2025 #ohmpawat https://t.co/sW51CNvJyo","1908868397397401613","https://pbs.twimg.com/media/Gn2nJapWoAA08CH.jpg","","en","","0","1","1","https://x.com/undefined/status/1908868397397401613","2971855496",
